name,city,locality,cuisines,cost,Currency,rating,votes,primary_cuisine,cost_category
Food Express,New Delhi,Vivek Vihar,"chinese, north indian",800,Indian Rupees(Rs.),3.6,126,chinese,high
Sai Bajaj Restaurant,New Delhi,Vivek Vihar,"chinese, north indian",300,Indian Rupees(Rs.),3.6,35,chinese,medium
The Chimney Bar-Be-Que,New Delhi,Vivek Vihar,"north indian, chinese",500,Indian Rupees(Rs.),3.6,26,north indian,medium
Urban Punjab,New Delhi,Vivek Vihar,"north indian, chinese",600,Indian Rupees(Rs.),3.6,168,north indian,medium
Cheese Bitez Pizza,New Delhi,Vivek Vihar,fast food,200,Indian Rupees(Rs.),0.0,0,fast food,low
Goyal Sweets,New Delhi,Vivek Vihar,"mithai, bakery",150,Indian Rupees(Rs.),0.0,0,mithai,low
Gulati's Takeaway,New Delhi,Vivek Vihar,"north indian, chinese, mughlai",500,Indian Rupees(Rs.),0.0,0,north indian,medium
Jyoti Sweets,New Delhi,Vivek Vihar,mithai,300,Indian Rupees(Rs.),0.0,0,mithai,medium
Momos Hi Momos,New Delhi,Vivek Vihar,chinese,150,Indian Rupees(Rs.),0.0,0,chinese,low
New Bhappe Di Hatti,New Delhi,Vivek Vihar,fast food,100,Indian Rupees(Rs.),0.0,0,fast food,low
Oven Fresh,New Delhi,Vivek Vihar,bakery,300,Indian Rupees(Rs.),0.0,0,bakery,medium
Rupa Ice Cream Parlour,New Delhi,Vivek Vihar,desserts,300,Indian Rupees(Rs.),0.0,1,desserts,medium
Scoopers 'n' Bakers,New Delhi,Vivek Vihar,bakery,200,Indian Rupees(Rs.),0.0,0,bakery,low
South Indian Food Plaza,New Delhi,Vivek Vihar,south indian,250,Indian Rupees(Rs.),0.0,0,south indian,low
Super Snacks,New Delhi,Vivek Vihar,"north indian, south indian",300,Indian Rupees(Rs.),0.0,0,north indian,medium
Unique Pastry,New Delhi,Vivek Vihar,"bakery, desserts",250,Indian Rupees(Rs.),0.0,0,bakery,low
Veg Food Express,New Delhi,Vivek Vihar,north indian,400,Indian Rupees(Rs.),0.0,0,north indian,medium
Chintamani's Namkeen,New Delhi,Vivek Vihar,"chinese, fast food, north indian, south indian, street food, mithai",350,Indian Rupees(Rs.),2.4,29,chinese,medium
Deltasious,New Delhi,Vivek Vihar,"north indian, chinese, bakery",400,Indian Rupees(Rs.),2.2,64,north indian,medium
Tandoori Junction,New Delhi,Vivek Vihar,"north indian, chinese",300,Indian Rupees(Rs.),2.4,10,north indian,medium
Apni Rasoi,New Delhi,Wazirpur,north indian,300,Indian Rupees(Rs.),2.6,19,north indian,medium
Haldiram Bhujiawala,New Delhi,Wazirpur,"street food, north indian, south indian, mithai",400,Indian Rupees(Rs.),3.4,35,street food,medium
Meghraj Food Court,New Delhi,Wazirpur,"north indian, street food, mithai",250,Indian Rupees(Rs.),3.0,24,north indian,low
Meghraj Sweets,New Delhi,Wazirpur,"mithai, street food, north indian",150,Indian Rupees(Rs.),3.2,8,mithai,low
Chill Out,New Delhi,Wazirpur,ice cream,200,Indian Rupees(Rs.),0.0,0,ice cream,low
Chilli Chinese,New Delhi,Wazirpur,chinese,200,Indian Rupees(Rs.),0.0,0,chinese,low
"34, Chowringhee Lane",New Delhi,"West End Mall, Janak Puri",fast food,350,Indian Rupees(Rs.),3.4,86,fast food,medium
Subway,New Delhi,"West End Mall, Janak Puri","american, fast food, salad, healthy food",500,Indian Rupees(Rs.),2.1,152,american,medium
The Golden Dragon,New Delhi,"West Gate Mall, Rajouri Garden","chinese, seafood, japanese",1500,Indian Rupees(Rs.),3.5,178,chinese,high
KFC,New Delhi,West Patel Nagar,"american, fast food",500,Indian Rupees(Rs.),3.4,86,american,medium
Mitra Da Dhaba,New Delhi,West Patel Nagar,north indian,400,Indian Rupees(Rs.),3.5,216,north indian,medium
Mr. Sub,New Delhi,West Patel Nagar,fast food,400,Indian Rupees(Rs.),3.7,83,fast food,medium
Kennedy's,New Delhi,West Patel Nagar,"chinese, fast food",400,Indian Rupees(Rs.),4.1,491,chinese,medium
Keventers,New Delhi,"Worldmark 1, Aerocity",beverages,400,Indian Rupees(Rs.),3.1,5,beverages,medium
Street Foods by Punjab Grill,New Delhi,"Worldmark 1, Aerocity","street food, north indian",600,Indian Rupees(Rs.),3.2,17,street food,medium
Subway,New Delhi,"Worldmark 1, Aerocity","american, fast food, salad, healthy food",500,Indian Rupees(Rs.),3.1,25,american,medium
Wow! Momo,New Delhi,"Worldmark 1, Aerocity",chinese,350,Indian Rupees(Rs.),3.1,8,chinese,medium
Biryani Blues,New Delhi,"Worldmark 1, Aerocity","biryani, hyderabadi",1000,Indian Rupees(Rs.),3.6,22,biryani,high
Asia Seven Express,New Delhi,"Worldmark 1, Aerocity",chinese,500,Indian Rupees(Rs.),0.0,3,chinese,medium
Bikanervala,New Delhi,"Worldmark 1, Aerocity","north indian, south indian, fast food, street food, chinese, beverages, desserts, mithai",550,Indian Rupees(Rs.),0.0,3,north indian,medium
Cafe Huddle,New Delhi,"Worldmark 1, Aerocity",fast food,600,Indian Rupees(Rs.),0.0,3,fast food,medium
Chai Garam,New Delhi,"Worldmark 1, Aerocity","tea, fast food",300,Indian Rupees(Rs.),0.0,1,tea,medium
Dolce Gelato,New Delhi,"Worldmark 1, Aerocity","ice cream, beverages, fast food",300,Indian Rupees(Rs.),0.0,0,ice cream,medium
GoGourmet,New Delhi,"Worldmark 1, Aerocity","healthy food, beverages",600,Indian Rupees(Rs.),0.0,3,healthy food,medium
Karim's,New Delhi,"Worldmark 1, Aerocity","mughlai, north indian",1000,Indian Rupees(Rs.),0.0,1,mughlai,high
Khan Chacha,New Delhi,"Worldmark 1, Aerocity","mughlai, north indian",650,Indian Rupees(Rs.),0.0,2,mughlai,medium
Pizza Hut Delivery,New Delhi,"Worldmark 1, Aerocity","italian, pizza, fast food",800,Indian Rupees(Rs.),0.0,0,italian,high
Foodhall,New Delhi,"Worldmark 3, Aerocity","bakery, italian, chinese, mexican",700,Indian Rupees(Rs.),0.0,3,bakery,medium
Eat Me,New Delhi,Yusuf Sarai,"north indian, continental",600,Indian Rupees(Rs.),2.7,33,north indian,medium
EDC Mania,New Delhi,Yusuf Sarai,fast food,150,Indian Rupees(Rs.),3.3,39,fast food,low
Elegant China X-Press,New Delhi,Yusuf Sarai,chinese,400,Indian Rupees(Rs.),3.1,9,chinese,medium
Gopala,New Delhi,Yusuf Sarai,"mithai, street food",250,Indian Rupees(Rs.),3.3,28,mithai,low
Green Chick Chop,New Delhi,Yusuf Sarai,"raw meats, north indian, fast food",350,Indian Rupees(Rs.),3.1,30,raw meats,medium
Hangchuaa's Chinese Food Corner,New Delhi,Yusuf Sarai,chinese,600,Indian Rupees(Rs.),2.7,5,chinese,medium
Madhuvan Chinese Fast Food,New Delhi,Yusuf Sarai,chinese,300,Indian Rupees(Rs.),2.7,52,chinese,medium
Momos House,New Delhi,Yusuf Sarai,chinese,350,Indian Rupees(Rs.),2.9,5,chinese,medium
Punjab Restaurant,New Delhi,Yusuf Sarai,"north indian, mughlai",600,Indian Rupees(Rs.),3.2,46,north indian,medium
Rhythm Restro-Bar,New Delhi,Yusuf Sarai,"mughlai, chinese, north indian",1000,Indian Rupees(Rs.),3.0,42,mughlai,high
Say Cheese,New Delhi,Yusuf Sarai,fast food,400,Indian Rupees(Rs.),2.7,128,fast food,medium
Sona Restaurant,New Delhi,Yusuf Sarai,"north indian, mughlai",450,Indian Rupees(Rs.),3.2,30,north indian,medium
Uraki,New Delhi,Yusuf Sarai,asian,400,Indian Rupees(Rs.),2.7,8,asian,medium
Wah Ji Wah,New Delhi,Yusuf Sarai,north indian,450,Indian Rupees(Rs.),3.0,25,north indian,medium
Annapurna Sweets,New Delhi,Yusuf Sarai,"mithai, street food",150,Indian Rupees(Rs.),3.9,109,mithai,low
Karnataka,New Delhi,Yusuf Sarai,"south indian, north indian, chinese",500,Indian Rupees(Rs.),3.7,334,south indian,medium
EDC Mania,New Delhi,Yusuf Sarai,fast food,150,Indian Rupees(Rs.),0.0,2,fast food,low
Faeem Chicken Corner,New Delhi,Yusuf Sarai,mughlai,300,Indian Rupees(Rs.),0.0,3,mughlai,medium
Grills N Chills,New Delhi,Yusuf Sarai,fast food,350,Indian Rupees(Rs.),0.0,0,fast food,medium
Gupta Sweets,New Delhi,Yusuf Sarai,"north indian, south indian, mithai",300,Indian Rupees(Rs.),0.0,0,north indian,medium
Khub Chand,New Delhi,Yusuf Sarai,raw meats,300,Indian Rupees(Rs.),0.0,1,raw meats,medium
OCD - Online Cake Delivery,New Delhi,Yusuf Sarai,"bakery, desserts",200,Indian Rupees(Rs.),0.0,1,bakery,low
Sher E Punjab,New Delhi,Yusuf Sarai,north indian,450,Indian Rupees(Rs.),0.0,1,north indian,medium
Shri Balaji,New Delhi,Yusuf Sarai,south indian,200,Indian Rupees(Rs.),0.0,0,south indian,low
Sidhi Cafe,New Delhi,Yusuf Sarai,"street food, fast food",100,Indian Rupees(Rs.),0.0,0,street food,low
Al Hayat Bakers,New Delhi,Zakir Nagar,bakery,200,Indian Rupees(Rs.),0.0,0,bakery,low
Al-Kausar's,New Delhi,Zakir Nagar,chinese,200,Indian Rupees(Rs.),0.0,0,chinese,low
Alam Biryani Center,New Delhi,Zakir Nagar,biryani,200,Indian Rupees(Rs.),0.0,0,biryani,low
Bismillah Hotel,New Delhi,Zakir Nagar,fast food,150,Indian Rupees(Rs.),0.0,1,fast food,low
Halal Pizza Star,New Delhi,Zakir Nagar,"pizza, fast food",450,Indian Rupees(Rs.),0.0,0,pizza,medium
HTW Bakers,New Delhi,Zakir Nagar,"bakery, desserts",350,Indian Rupees(Rs.),0.0,0,bakery,medium
Javed Bawarchi Restaurant,New Delhi,Zakir Nagar,mughlai,600,Indian Rupees(Rs.),0.0,0,mughlai,medium
Let's Eat,New Delhi,Zakir Nagar,"fast food, beverages",200,Indian Rupees(Rs.),0.0,1,fast food,low
Moonis Kada,New Delhi,Zakir Nagar,"mughlai, north indian",500,Indian Rupees(Rs.),0.0,0,mughlai,medium
Motu N Patlu,New Delhi,Zakir Nagar,"lebanese, north indian, fast food",250,Indian Rupees(Rs.),0.0,0,lebanese,low
S.K. Fast Food,New Delhi,Zakir Nagar,chinese,350,Indian Rupees(Rs.),0.0,0,chinese,medium
Sufiyan Restaurant,New Delhi,Zakir Nagar,mughlai,250,Indian Rupees(Rs.),0.0,0,mughlai,low
The Relax Point,New Delhi,Zakir Nagar,north indian,250,Indian Rupees(Rs.),0.0,1,north indian,low
Zareen's Dastarkhwan,New Delhi,Zakir Nagar,awadhi,800,Indian Rupees(Rs.),0.0,1,awadhi,high
Ali Baba Caves,Noida,"Ansal Plaza Mall, Greater Noida","cafe, chinese",500,Indian Rupees(Rs.),3.1,15,cafe,medium
Cafí© Doo Ghoont,Noida,"Ansal Plaza Mall, Greater Noida",cafe,600,Indian Rupees(Rs.),3.4,50,cafe,medium
Knights Chaska,Noida,"Ansal Plaza Mall, Greater Noida","north indian, chinese",800,Indian Rupees(Rs.),2.9,6,north indian,high
Thirsty Scholar Cafe,Noida,"Ansal Plaza Mall, Greater Noida",cafe,450,Indian Rupees(Rs.),3.2,45,cafe,medium
Savoury Street,Noida,"Ansal Plaza Mall, Greater Noida","north indian, continental, italian",600,Indian Rupees(Rs.),0.0,3,north indian,medium
JSB Evergreen Snack & Sweets,Noida,Brahmaputra Shopping Complex,"north indian, chinese, fast food, street food",300,Indian Rupees(Rs.),3.1,47,north indian,medium
221 B Baker Street,Noida,Brahmaputra Shopping Complex,bakery,200,Indian Rupees(Rs.),3.5,94,bakery,low
Kapoors Balle Balle,Noida,Brahmaputra Shopping Complex,"north indian, chinese",400,Indian Rupees(Rs.),3.7,331,north indian,medium
Lakshmi Coffee House,Noida,Brahmaputra Shopping Complex,south indian,300,Indian Rupees(Rs.),3.8,603,south indian,medium
Geoffrey's,Noida,"Centre Stage Mall, Sector 18","asian, continental, italian, north indian",2600,Indian Rupees(Rs.),3.0,579,asian,high
Haldiram's,Noida,"Centre Stage Mall, Sector 18","north indian, south indian, chinese, street food, fast food, mithai, desserts",600,Indian Rupees(Rs.),3.5,169,north indian,medium
Maamouchee @ My Way,Noida,"Centre Stage Mall, Sector 18","italian, lebanese, north indian",1100,Indian Rupees(Rs.),3.5,278,italian,high
Americana Kitchen and Bar,Noida,"Centre Stage Mall, Sector 18","american, tex-mex, italian, mexican, north indian",2000,Indian Rupees(Rs.),2.4,221,american,high
Punjabi By Nature Quickie,Noida,"DLF Mall of India, Sector 18,  Noida","north indian, mughlai",1100,Indian Rupees(Rs.),3.4,120,north indian,high
United Coffee House Rewind,Noida,"DLF Mall of India, Sector 18,  Noida","north indian, european, asian, mediterranean",1500,Indian Rupees(Rs.),3.4,215,north indian,high
Wow! Momo,Noida,"DLF Mall of India, Sector 18,  Noida","tibetan, chinese",350,Indian Rupees(Rs.),2.7,212,tibetan,medium
Oh So Stoned!,Noida,"DLF Mall of India, Sector 18,  Noida",desserts,250,Indian Rupees(Rs.),4.5,324,desserts,low
The Big Chill Cakery,Noida,"DLF Mall of India, Sector 18,  Noida","bakery, desserts",700,Indian Rupees(Rs.),4.5,147,bakery,medium
Barista,Noida,"DLF Mall of India, Sector 18,  Noida",cafe,650,Indian Rupees(Rs.),3.5,23,cafe,medium
Big Wong XL,Noida,"DLF Mall of India, Sector 18,  Noida","chinese, thai, sushi",1500,Indian Rupees(Rs.),3.9,199,chinese,high
Carl's Jr.,Noida,"DLF Mall of India, Sector 18,  Noida","burger, american, fast food",650,Indian Rupees(Rs.),3.8,458,burger,medium
Chaayos,Noida,"DLF Mall of India, Sector 18,  Noida","cafe, tea",400,Indian Rupees(Rs.),3.9,124,cafe,medium
Chi Asian Cookhouse,Noida,"DLF Mall of India, Sector 18,  Noida","chinese, thai, asian, japanese, korean, seafood",1400,Indian Rupees(Rs.),3.9,173,chinese,high
Costa Coffee,Noida,"DLF Mall of India, Sector 18,  Noida",cafe,600,Indian Rupees(Rs.),3.7,64,cafe,medium
Dunkin' Donuts,Noida,"DLF Mall of India, Sector 18,  Noida","burger, desserts, fast food",600,Indian Rupees(Rs.),3.7,86,burger,medium
Instapizza,Noida,"DLF Mall of India, Sector 18,  Noida","pizza, fast food",900,Indian Rupees(Rs.),3.7,214,pizza,high
Keventers,Noida,"DLF Mall of India, Sector 18,  Noida",beverages,400,Indian Rupees(Rs.),3.8,169,beverages,medium
Pirates of Grill,Noida,"DLF Mall of India, Sector 18,  Noida","north indian, continental, mughlai, asian",1800,Indian Rupees(Rs.),3.9,749,north indian,high
Pizza Hut,Noida,"DLF Mall of India, Sector 18,  Noida","italian, pizza, fast food",1000,Indian Rupees(Rs.),3.9,173,italian,high
PizzaExpress,Noida,"DLF Mall of India, Sector 18,  Noida","italian, pizza",1600,Indian Rupees(Rs.),3.9,366,italian,high
RollsKing,Noida,"DLF Mall of India, Sector 18,  Noida",fast food,400,Indian Rupees(Rs.),3.9,232,fast food,medium
Taco Bell,Noida,"DLF Mall of India, Sector 18,  Noida","mexican, fast food",550,Indian Rupees(Rs.),3.6,397,mexican,medium
The Frozen Factory,Noida,"DLF Mall of India, Sector 18,  Noida","ice cream, desserts",350,Indian Rupees(Rs.),3.7,22,ice cream,medium
Theos,Noida,"DLF Mall of India, Sector 18,  Noida","bakery, desserts",500,Indian Rupees(Rs.),3.5,13,bakery,medium
Wendy's,Noida,"DLF Mall of India, Sector 18,  Noida","burger, fast food",400,Indian Rupees(Rs.),3.7,518,burger,medium
Zizo,Noida,"DLF Mall of India, Sector 18,  Noida","lebanese, mediterranean, middle eastern, arabian",1600,Indian Rupees(Rs.),3.8,67,lebanese,high
Cafe Delhi Heights,Noida,"DLF Mall of India, Sector 18,  Noida","continental, american, cafe",1500,Indian Rupees(Rs.),4.1,567,continental,high
Chili's Grill & Bar,Noida,"DLF Mall of India, Sector 18,  Noida","mexican, american, italian",1500,Indian Rupees(Rs.),4.1,750,mexican,high
Made In Punjab,Noida,"DLF Mall of India, Sector 18,  Noida","north indian, mughlai",1500,Indian Rupees(Rs.),4.1,322,north indian,high
Mamagoto,Noida,"DLF Mall of India, Sector 18,  Noida","asian, thai, chinese",1600,Indian Rupees(Rs.),4.3,428,asian,high
Movenpick,Noida,"DLF Mall of India, Sector 18,  Noida","ice cream, desserts",650,Indian Rupees(Rs.),4.0,91,ice cream,medium
Smaaash,Noida,"DLF Mall of India, Sector 18,  Noida","north indian, thai, continental",1350,Indian Rupees(Rs.),4.0,121,north indian,high
SodaBottleOpenerWala,Noida,"DLF Mall of India, Sector 18,  Noida","parsi, iranian",1300,Indian Rupees(Rs.),4.0,617,parsi,high
The Bento Cafe,Noida,"DLF Mall of India, Sector 18,  Noida","asian, chinese, japanese",750,Indian Rupees(Rs.),4.2,316,asian,high
Earthen Oven - Fortune Inn Grazia,Noida,"Fortune Inn Grazia, Sector 27, Noida","north indian, mughlai",1500,Indian Rupees(Rs.),3.4,67,north indian,high
Fortune Deli -  Fortune Inn Grazia,Noida,"Fortune Inn Grazia, Sector 27, Noida",chinese,2000,Indian Rupees(Rs.),3.2,27,chinese,high
Cafe Pipa,Noida,"Ganga Shopping Complex, Sector 29",cafe,350,Indian Rupees(Rs.),3.4,96,cafe,medium
Cook Du Kdu,Noida,"Ganga Shopping Complex, Sector 29","north indian, chinese, mughlai",650,Indian Rupees(Rs.),3.1,112,north indian,medium
Green Chick Chop,Noida,"Ganga Shopping Complex, Sector 29","raw meats, north indian, fast food",350,Indian Rupees(Rs.),2.6,12,raw meats,medium
New Vishal's Kitchen,Noida,"Ganga Shopping Complex, Sector 29","north indian, chinese",600,Indian Rupees(Rs.),2.5,24,north indian,medium
Samarkand,Noida,"Ganga Shopping Complex, Sector 29","north indian, mughlai, chinese",1500,Indian Rupees(Rs.),3.3,129,north indian,high
Mirchievous,Noida,"Ganga Shopping Complex, Sector 29",north indian,650,Indian Rupees(Rs.),3.9,44,north indian,medium
Pearls Regency,Noida,"Ganga Shopping Complex, Sector 29","north indian, chinese, thai",1200,Indian Rupees(Rs.),3.7,330,north indian,high
The Feast Box,Noida,"Ganga Shopping Complex, Sector 29","chinese, thai, fast food",600,Indian Rupees(Rs.),0.0,3,chinese,medium
Imperfecto,Noida,"Gardens Galleria, Sector 38 Noida","mediterranean, italian, continental, spanish, north indian",1800,Indian Rupees(Rs.),3.4,299,mediterranean,high
Chaayos,Noida,"Gardens Galleria, Sector 38 Noida","cafe, tea",400,Indian Rupees(Rs.),3.6,46,cafe,medium
Dunkin' Donuts,Noida,"Gardens Galleria, Sector 38 Noida","burger, desserts, fast food",600,Indian Rupees(Rs.),3.7,481,burger,medium
The Smoke Factory,Noida,"Gardens Galleria, Sector 38 Noida","north indian, italian, chinese",2000,Indian Rupees(Rs.),3.8,240,north indian,high
Turquoise Cottage - TC Original 1997,Noida,"Gardens Galleria, Sector 38 Noida","continental, american, italian, mediterranean",1900,Indian Rupees(Rs.),3.8,240,continental,high
Baskin Robbins,Noida,"Gardens Galleria, Sector 38 Noida",ice cream,300,Indian Rupees(Rs.),0.0,0,ice cream,medium
Cafe Coffee Day,Noida,"Gardens Galleria, Sector 38 Noida",cafe,450,Indian Rupees(Rs.),0.0,3,cafe,medium
Dolce Gelato,Noida,"Gardens Galleria, Sector 38 Noida","ice cream, beverages, fast food",300,Indian Rupees(Rs.),0.0,1,ice cream,medium
Dunkin' Donuts,Noida,"Gardens Galleria, Sector 38 Noida","burger, desserts, fast food",600,Indian Rupees(Rs.),0.0,1,burger,medium
Joost Juice Bar,Noida,"Gardens Galleria, Sector 38 Noida",beverages,300,Indian Rupees(Rs.),0.0,0,beverages,medium
KFC,Noida,"Gardens Galleria, Sector 38 Noida","american, fast food, burger",500,Indian Rupees(Rs.),0.0,2,american,medium
Pizza Hut,Noida,"Gardens Galleria, Sector 38 Noida","italian, pizza, fast food",1000,Indian Rupees(Rs.),0.0,0,italian,high
Laat Saab,Noida,"Gardens Galleria, Sector 38 Noida","north indian, mughlai",1300,Indian Rupees(Rs.),4.1,111,north indian,high
Starbucks,Noida,"Gardens Galleria, Sector 38 Noida",cafe,700,Indian Rupees(Rs.),4.0,59,cafe,medium
Rocket Food,Noida,Golf Course,north indian,500,Indian Rupees(Rs.),0.0,0,north indian,medium
Aim Cafe And Restaurant,Noida,Greater Noida,"japanese, sushi",1200,Indian Rupees(Rs.),3.3,19,japanese,high
Al-Swad,Noida,Greater Noida,"north indian, chinese",400,Indian Rupees(Rs.),2.5,6,north indian,medium
Anands,Noida,Greater Noida,"chinese, north indian",500,Indian Rupees(Rs.),2.6,36,chinese,medium
Bansiwala Restaurant,Noida,Greater Noida,north indian,200,Indian Rupees(Rs.),2.5,4,north indian,low
Cafe Coffee Day,Noida,Greater Noida,cafe,450,Indian Rupees(Rs.),2.8,24,cafe,medium
Food Tamasha & Co.,Noida,Greater Noida,north indian,600,Indian Rupees(Rs.),3.2,24,north indian,medium
Grand Heritage Resort,Noida,Greater Noida,"north indian, chinese",800,Indian Rupees(Rs.),3.1,17,north indian,high
Green Chick Chop,Noida,Greater Noida,"raw meats, north indian, fast food",350,Indian Rupees(Rs.),3.2,20,raw meats,medium
Kafe Republic,Noida,Greater Noida,fast food,300,Indian Rupees(Rs.),3.1,37,fast food,medium
Kar C Lounge & Restaurant,Noida,Greater Noida,"cafe, north indian, italian, chinese",600,Indian Rupees(Rs.),2.8,16,cafe,medium
Kolkata Roll Point,Noida,Greater Noida,fast food,100,Indian Rupees(Rs.),2.8,9,fast food,low
Royal Awadh,Noida,Greater Noida,"north indian, mughlai",500,Indian Rupees(Rs.),3.0,9,north indian,medium
Royal Rasoi,Noida,Greater Noida,"north indian, mughlai",600,Indian Rupees(Rs.),2.8,21,north indian,medium
Royale Bakers,Noida,Greater Noida,"bakery, fast food, desserts",250,Indian Rupees(Rs.),2.8,18,bakery,low
Sahi Darbar,Noida,Greater Noida,"north indian, chinese",400,Indian Rupees(Rs.),2.6,12,north indian,medium
Taco Street,Noida,Greater Noida,fast food,500,Indian Rupees(Rs.),2.9,4,fast food,medium
The Noodle Co,Noida,Greater Noida,"thai, chinese",900,Indian Rupees(Rs.),3.1,8,thai,high
Veg Always,Noida,Greater Noida,"north indian, chinese",600,Indian Rupees(Rs.),2.7,25,north indian,medium
Yu Turn,Noida,Greater Noida,"north indian, chinese, thai",1000,Indian Rupees(Rs.),2.9,43,north indian,high
Zaika,Noida,Greater Noida,"north indian, mughlai, chinese",600,Indian Rupees(Rs.),2.5,10,north indian,medium
Zaika,Noida,Greater Noida,"north indian, mughlai",600,Indian Rupees(Rs.),2.8,50,north indian,medium
Domino's Pizza,Noida,Greater Noida,"pizza, fast food",700,Indian Rupees(Rs.),3.5,56,pizza,medium
Night Food Service,Noida,Greater Noida,"fast food, north indian, chinese",350,Indian Rupees(Rs.),3.8,80,fast food,medium
Uncle's Patty,Noida,Greater Noida,fast food,500,Indian Rupees(Rs.),3.5,28,fast food,medium
Baskin Robbins,Noida,Greater Noida,ice cream,300,Indian Rupees(Rs.),0.0,3,ice cream,medium
Evergreen Food Point,Noida,Greater Noida,"mithai, street food",100,Indian Rupees(Rs.),0.0,2,mithai,low
Food Plaza,Noida,Greater Noida,"north indian, chinese",400,Indian Rupees(Rs.),0.0,1,north indian,medium
Giani,Noida,Greater Noida,"ice cream, desserts",400,Indian Rupees(Rs.),0.0,0,ice cream,medium
